clientes_scoring,clientes_riesgo_estimado,porcentaje_riesgo_estimado,clientes_banda_critica,probabilidad_promedio_riesgo,tasa_real_dificultad_pago
307511,23518,0.07647856499442296,30751,0.3214786550333003,0.08072881945686496
